position_api,position_calculated,title,publication,authors,self_citation_status,matched_text,link,data_cid
11,751,Effects of maternal aging on localizations and expression levels of DNA methyltransferases and chromosome architecture in in-vivo matured mouse oocytes,"N Tian, L Zhang, DY Lü, JG Zheng, WY Ma… - Chinese Science Bulletin, 2013 - Springer",N Tian; L Zhang; DY Lü; JG Zheng; WY Ma…,NO AUTOCITA,,https://link.springer.com/article/10.1007/s11434-013-5935-7,k4P05MRmN1kJ
12,752,The Influence of Parental Factors on the Growth and Metabolism of Children,T Savage - 2013 - researchspace.auckland.ac.nz,T Savage,NO AUTOCITA,,https://researchspace.auckland.ac.nz/server/api/core/bitstreams/613628ee-5592-4e24-9fd8-34a017080710/content,rYrT8xU9CZ8J
13,753,FOXL2 在正常宫颈及宫颈癌组织中的表达及临床意义,"王娟娟， 朱安颖， 张英辉， 徐景波， 郑涵曦， 金李晨… - 中国计划生育和妇产科, 2015",王娟娟， 朱安颖， 张英辉， 徐景波， 郑涵曦， 金李晨…,AUTOCITA,王娟娟， 朱安颖， 张英辉， 徐景波， 郑涵曦， 金李晨…,,F2zfSoj-Q2QJ
14,754,Selecting and Screening Recipients: Diminished Ovarian Reserve and Premature Ovarian Failure,"H Cakmak, MP Rosen - Principles of Oocyte and Embryo Donation, 2013 - Springer",H Cakmak; MP Rosen,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-1-4471-2392-7_5,LUXgyU0nc_8J
15,755,Cibles et voies de signalisation régulées par FOXL2 au cours de la morphogenèse ovarienne,M El Zaiat - 2015 - theses.hal.science,M El Zaiat,NO AUTOCITA,,https://theses.hal.science/tel-01382367/,mjf1KmJQoMgJ
16,756,The Role of FOXL2 in the Pathogenesis of Ovarian Granulosa Cell Tumours,R Rosario - 2013 - researchspace.auckland.ac.nz,R Rosario,NO AUTOCITA,,https://researchspace.auckland.ac.nz/server/api/core/bitstreams/b2081767-858c-4bf0-8781-4137e58abf85/content,786q_aLx7NsJ
17,757,"Research Article Perimenopause Amelioration of a TCM Recipe Composed of Radix Astragali, Radix Angelicae Sinensis, and Folium Epimedii: An In Vivo …","JY Su, QF Xie, WJ Liu, P Lai, DD Liu, LH Tang… - 2013 - academia.edu",JY Su; QF Xie; WJ Liu; P Lai; DD Liu; LH Tang…,NO AUTOCITA,,https://www.academia.edu/download/92551685/747240.pdf,u6oh5hlUWL4J
18,758,"The Autonomy of Follicle Biology: Applying Ovarian Follicle Culture to Model Development, Differentiation and Transformation",RM Skory - 2013 - search.proquest.com,RM Skory,NO AUTOCITA,,https://search.proquest.com/openview/bff6237c9fc6228295a8ae7e68aeb88e/1?pq-origsite=gscholar&cbl=18750,G8Zypm5s-Z0J
19,759,Oestrogen Dependent Regulation of Gonadal Fate,"AJ Pask - State of the Art of Therapeutic Endocrinology, 2012 - books.google.com",AJ Pask,NO AUTOCITA,,https://books.google.com/books?hl=en&lr=&id=5xOeDwAAQBAJ&oi=fnd&pg=PA173&ots=zS4gfxmaG3&sig=SxH-yPn4Ru57CtyoKId8ogGLyrc,Jn0GXDHTscAJ
20,760,Endocrine Disruptors: Passage and Actions in Human Placenta,B Balakrishnan - 2012 - researchspace.auckland.ac.nz,B Balakrishnan,NO AUTOCITA,,https://researchspace.auckland.ac.nz/server/api/core/bitstreams/335885b8-c269-4664-b798-dec09de0a6b0/content,fdDJLerLheoJ
1,761,基因 foxl2 的结构及表达调控,"刘晓玲， 刘建国， 张志峰 - Periodical of Ocean University of China, 2013 - sciengine.com",刘晓玲， 刘建国， 张志峰,AUTOCITA,刘晓玲， 刘建国， 张志峰,https://www.sciengine.com/POUC/doi/10.16441/j.cnki.hdxb.2013.03.006,5u9Kwly52bsJ
2,762,The relationship of gender and disorders of sex development with congenital diaphragmatic hernia in the rat nitrofen model,MG Connell - 2012 - livrepository.liverpool.ac.uk,MG Connell,NO AUTOCITA,,https://livrepository.liverpool.ac.uk/3062852/1/27655615.pdf,tVb8okFqzuwJ
3,763,How can a person with two X chromosomes develop into a man?,"E Mahdi, K Fariba - Annals of Biological Research, 2012 - academia.edu",E Mahdi; K Fariba,NO AUTOCITA,,https://www.academia.edu/download/13126354/ABR-2012-3-1-651-659.pdf,D5ORcCcBksEJ
4,764,Runt-related transcription factor (Runx) 1 and Runx2 in the periovulatory ovary,E Park - 2012 - search.proquest.com,E Park,NO AUTOCITA,,https://search.proquest.com/openview/3058de51891617521ee7d56bcbdf5dea/1?pq-origsite=gscholar&cbl=18750,gQwjgo7wTa4J
5,765,Mechanisms of FOXL2 regulated gene expression: A structural perspective,V Libasci - 2012 - escholarship.mcgill.ca,V Libasci,NO AUTOCITA,,https://escholarship.mcgill.ca/concern/theses/5425kf46k,t9o4CwY-AgoJ
6,766,Roles of Wnt4/5a in germ cell differentiation and gonad development & ErbB4 in polarity of kidney epithelium,F Naillat - 2011 - oulurepo.oulu.fi,F Naillat,NO AUTOCITA,,https://oulurepo.oulu.fi/handle/10024/37440,sb05TZQXE40J
7,767,"Génétique de la différenciation gonadique, une étape clé du déterminisme du sexe et de la fertilité à l'âge adulte","É Dujardin, É Pailhoux - Médecine de la Reproduction, 2022 - stm.cairn.info",É Dujardin; É Pailhoux,NO AUTOCITA,,https://stm.cairn.info/revue-medecine-de-la-reproduction-2022-2-page-194,BKUCUc1TOYcJ
8,768,Fertility Preservation in Young Female Cancer Patients,"YAN Jie, Q Jie - Journal of International Reproductive Health/Family …, 2011 - gjszjk.ac.cn",YAN Jie; Q Jie,NO AUTOCITA,,https://www.gjszjk.ac.cn/EN/abstract/abstract747.shtml,CeAdEbk9b4EJ
9,769,Sex-specific gene expression in embryonic mouse germ cells during commitment to spermatogenesis or oogenesis,LJE Lewis - 2011 - era.ed.ac.uk,LJE Lewis,NO AUTOCITA,,https://era.ed.ac.uk/handle/1842/5543,i0BUKH9_nsAJ
10,770,Genetic causes of premature ovarian insufficiency and ovarian dysgenesis,"S Ledig, P Wieacker - Medizinische Genetik, 2011 - hero.epa.gov",S Ledig; P Wieacker,NO AUTOCITA,,https://hero.epa.gov/hero/index.cfm/reference/details/reference_id/7397832,Tae4EWq3y64J
11,771,维持原始卵泡静息状态的相关信号分子及通路,"胡燎燎， 向晟， 郑莉萍 - 生理学报, 2015",胡燎燎， 向晟， 郑莉萍,AUTOCITA,胡燎燎， 向晟， 郑莉萍,,H8Kxzy8ojS0J
12,772,卵巢功能早衰动物模型建立方法的研究进展,"向澜， 姚广涛， 李瑞霞， 张杰， 黄元泽 - 中国药学杂志, 2015",向澜， 姚广涛， 李瑞霞， 张杰， 黄元泽,AUTOCITA,向澜， 姚广涛， 李瑞霞， 张杰， 黄元泽,,ezjPZWjLo1QJ
13,773,Genetics of gonadal differentiation: A key step in sex determination and adult fertility,"É Dujardin, É Pailhoux - Médecine de la Reproduction, 2022 - stm.cairn.info",É Dujardin; É Pailhoux,NO AUTOCITA,,https://stm.cairn.info/journal-medecine-de-la-reproduction-2022-2-page-194?tab=resume,oltdr9EfUZ0J
14,774,Morphogenesis and Female Fate Determination in the Vertebrate Ovary,LA Mork - 2011 - search.proquest.com,LA Mork,NO AUTOCITA,,https://search.proquest.com/openview/81659dc5aab023a91b61bbdc12bbf78f/1?pq-origsite=gscholar&cbl=18750,GrlPP-0atFIJ
15,775,Hormonal regulation of FSH beta-subunit gene expression,A Hambarchyan - 2011 - search.proquest.com,A Hambarchyan,NO AUTOCITA,,https://search.proquest.com/openview/b9964da19041623390884a268b641961/1?pq-origsite=gscholar&cbl=18750,Agm1ywZ_NxoJ
16,776,"The role of the Fused toes locus containing Iroquois homeobox gene 3, 5, and 6 and Ftm, Fto, and Fts during ovary and testis development in mice",BK Kim - 2010 - ideals.illinois.edu,BK Kim,NO AUTOCITA,,https://www.ideals.illinois.edu/items/17084,7mhUUM2od2gJ
17,777,Differential Activities of FOXL2 and Its Mutants on SF-1-Induced CYP19 Transcriptional Activation,"박미라， 김아영， 나순영， 김홍만… - Development & …, 2010 - db.koreascholar.com",박미라， 김아영， 나순영， 김홍만…,AUTOCITA,박미라， 김아영， 나순영， 김홍만…,https://db.koreascholar.com/Article/Detail/1484,GN0Fj_62dJEJ
18,778,Evolutionary Genomics of Sex Determination in Domestic Animals,"E Pailhoux, C Cotinot - Reproductive Genomics in Domestic …, 2010 - Wiley Online Library",E Pailhoux; C Cotinot,NO AUTOCITA,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780813810898#page=367,iLqulXcO6IQJ
19,779,The role of TGFβ signaling in ovarian development and follicle assembly in the American alligator,BC Moore - 2009 - search.proquest.com,BC Moore,NO AUTOCITA,,https://search.proquest.com/openview/67b1d0a7b7fe8b30c92b0b68da09c594/1?pq-origsite=gscholar&cbl=18750,TttUNpwHEQIJ
20,780,"TX 77055 (ZL, MDR, IH-G, IG-H, H-YF, JSR)","Z Liu, MD Rudd, I Hernandez-Gonzalez… - 2009 - researchgate.net",Z Liu; MD Rudd; I Hernandez-Gonzalez…,NO AUTOCITA,,https://www.researchgate.net/profile/Zhilin-Liu-14/publication/23983197_FSH_and_FOXO1_Regulate_Genes_in_the_SterolSteroid_and_Lipid_Biosynthetic_Pathways_in_Granulosa_Cells/links/09e4150e120650a0f6000000/FSH-and-FOXO1-Regulate-Genes-in-the-Sterol-Steroid-and-Lipid-Biosynthetic-Pathways-in-Granulosa-Cells.pdf,TuGxdN1mYf8J
1,781,Sense and antisense Foxl2 transcripts in mouse,"M Pannetier - Genomics, 2005 - academia.edu",M Pannetier,NO AUTOCITA,,https://www.academia.edu/download/47836518/j.ygeno.2005.01.00720160806-28571-1emm4dn.pdf,qIYyvsWt1dkJ
2,782,Conditional strategies to study gene function during gonadal development in mammals,AJ Tye - 2008 - search.proquest.com,AJ Tye,NO AUTOCITA,,https://search.proquest.com/openview/8139055c1c2417ea1f761ff8f641648f/1?pq-origsite=gscholar&cbl=2026366,0EXWaPEOabMJ
3,783,Transcriptional repression in ovarian granulosa cells,AD Burkart - 2005 - search.proquest.com,AD Burkart,NO AUTOCITA,,https://search.proquest.com/openview/1dd90029b0f8376b53aad29f96bd1085/1?pq-origsite=gscholar&cbl=18750&diss=y,OG7P2HUXm6sJ
4,784,Foxl2 up-regulates aromatase gene transcription in a female-specific manner by binding to the promoter as well as interacting with Ad4 binding protein/steroidogenic …,"T Kobayashi, LY Zhou… - Molecular …, 2007 - kyushu-u.elsevierpure.com",T Kobayashi; LY Zhou…,NO AUTOCITA,,https://kyushu-u.elsevierpure.com/en/publications/foxl2-up-regulates-aromatase-gene-transcription-in-a-female-speci/,NCJmQT8T2qkJ
5,785,Differential Functional Effects of Novel Mutations of the Transcription Factor FOXL2 in BPES Patients,"S Krishnaswamy, P Sundaresan, RA Veitia - 2008 - academia.edu",S Krishnaswamy; P Sundaresan; RA Veitia,NO AUTOCITA,,https://www.academia.edu/download/51965458/Differential_functional_effects_of_novel20170228-7740-1fo00pz.pdf,_Vh5-cVHCocJ
6,786,Expression of FoxL2 in the murine ovary: A forkhead protein implicated in premature ovarian failure,JL Haller - 2005 - search.proquest.com,JL Haller,NO AUTOCITA,,https://search.proquest.com/openview/b06c42971745dabca51c56811ec1e86c/1?pq-origsite=gscholar&cbl=18750&diss=y,ELLEAIOFoYYJ
7,787,Ocular Birth Defects: New Research,"IA Chaudhry, E Elzaridi, YO Arat… - Focus on Birth Defects …, 2006 - books.google.com",IA Chaudhry; E Elzaridi; YO Arat…,NO AUTOCITA,,https://books.google.com/books?hl=en&lr=&id=h9yR4ZR7DwcC&oi=fnd&pg=PA1&ots=zzwgv3lHQT&sig=QUarNdUqjDcgfX9PuvbtKWpF6KM,-76Ar_sX2F8J
8,788,The importance of comparative physiology: a focus on ovarian biology and the role of animal models.,"CM Komar - CABI Reviews, 2007 - cabidigitallibrary.org",CM Komar,NO AUTOCITA,,https://www.cabidigitallibrary.org/doi/abs/10.1079/PAVSNNR20072025,2idj6gOwmzsJ
9,789,Embryological Development of the Eye,"GK Klintworth, A Garner - Garner and Klintworth's …, 2008 - api.taylorfrancis.com",GK Klintworth; A Garner,NO AUTOCITA,,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.3109/9781420020977-59&type=chapterpdf,VY816i3rqTUJ
10,790,Ovarian Function and Failure: The Role of the Oocyte and Its Molecules,"LL Kujjo, GI Perez - Reproductive Endocrinology: A Molecular Approach, 2009 - Springer",LL Kujjo; GI Perez,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-0-387-88186-7_25,s0JluyFDCQMJ
11,791,Role of TrkB in neonatal ovary development,TRM Lannagan - 2009 - era.ed.ac.uk,TRM Lannagan,NO AUTOCITA,,https://era.ed.ac.uk/handle/1842/4147,yGY7AgdYngEJ
12,792,来航鸡 FOXL2 基因的克隆与序列分析,"徐萍， 李任峰， 赵坤， 王三虎， 何宏轩， 鲁毅 - 黑龙江畜牧兽医, 2012",徐萍， 李任峰， 赵坤， 王三虎， 何宏轩， 鲁毅,AUTOCITA,徐萍， 李任峰， 赵坤， 王三虎， 何宏轩， 鲁毅,,Oy9tEFlHGIoJ
13,793,FOXL2 与脊椎动物性别决定研究进展,"鲁毅， 李任峰， 徐萍， 李学斌， 刘卫， 王三虎 - 河南农业科学, 2012 - hnnykx.org.cn",鲁毅， 李任峰， 徐萍， 李学斌， 刘卫， 王三虎,AUTOCITA,鲁毅， 李任峰， 徐萍， 李学斌， 刘卫， 王三虎,https://www.hnnykx.org.cn/EN/abstract/abstract1005.shtml,SSzHoQ5gHTwJ
14,794,定量检测牛雌性发育候选基因 FOXL2 表达方法的建立,"徐超， 杜卫华， 赵家平， 余大为， 王栋， 郝海生， 李光玉… - 中国畜牧兽医, 2012",徐超， 杜卫华， 赵家平， 余大为， 王栋， 郝海生， 李光玉…,AUTOCITA,徐超， 杜卫华， 赵家平， 余大为， 王栋， 郝海生， 李光玉…,,vCCRoJcnYz0J
15,795,Prematür ovaryan yetmezlikle XPD ve XRCC1 DNA tamir gen polimorfizminin ilişkisi,Ç Doğan - 2011 - search.proquest.com,Ç Doğan,NO AUTOCITA,,https://search.proquest.com/openview/2221ea9473a06ce08c81d444589506de/1?pq-origsite=gscholar&cbl=2026366&diss=y,_1MJHk5oDRsJ
16,796,生殖细胞早期发生与减数分裂启动调节机制的研究进展,"张连君， 张西锋， 陈波， 冯艳敏， 沈伟 - 青岛农业大学学报: 自然科学版, 2011",张连君， 张西锋， 陈波， 冯艳敏， 沈伟,AUTOCITA,张连君， 张西锋， 陈波， 冯艳敏， 沈伟,,ZJFQQgL8zgYJ
17,797,卵分泌因子による卵巣顆粒膜細胞の分化制御機構,伊藤遥， 杉浦幸二 - 2021 - fa.jmor.jp,伊藤遥， 杉浦幸二,AUTOCITA,伊藤遥， 杉浦幸二,http://fa.jmor.jp/pdf/38/1/038010031.pdf,LDs6YOgG6cgJ
18,798,Suche eines Kandidatengens für das Branchio-Oculo-Facial-Syndrom durch genomweites Screening,E Guillén Posteguillo - 2007 - d-nb.info,E Guillén Posteguillo,NO AUTOCITA,,https://d-nb.info/99741393X/34,2RDvTR-9TWEJ
19,799,Έκφραση γονιδίων σε κοκκώδη κύτταρα μικρών και μεγάλων ωοθυλακίων έπειτα από διέγερση,Α Χριστοδουλάκη - repo.lib.duth.gr,Α Χριστοδουλάκη,AUTOCITA,Α Χριστοδουλάκη,https://repo.lib.duth.gr/jspui/handle/123456789/11393,A20DbSzrwGcJ
20,800,Ανίχνευση παθογενετικών μηχανισμών που οδηγούν στην πρώιμη ωοθηλακική ωρίμανση: υπάρχει κοινό γενετικό υπόβαθρο στην πρώιμη ωοθηκική ανεπάρκεια και το …,Ν Θανάτσης - 2020 - didaktorika.gr,Ν Θανάτσης,AUTOCITA,Ν Θανάτσης,https://www.didaktorika.gr/eadd/handle/10442/47234,pBROt_i79R8J
1,801,Έκφραση γονιδίων σε κοκκώδη κύτταρα μικρών και μεγάλων ωοθυλακίων έπειτα από διέγερση,Α Χριστοδουλάκη - repo.lib.duth.gr,Α Χριστοδουλάκη,AUTOCITA,Α Χριστοδουλάκη,https://repo.lib.duth.gr/jspui/handle/123456789/11393,A20DbSzrwGcJ
2,802,Ανίχνευση παθογενετικών μηχανισμών που οδηγούν στην πρώιμη ωοθηλακική ωρίμανση: υπάρχει κοινό γενετικό υπόβαθρο στην πρώιμη ωοθηκική ανεπάρκεια και το …,Ν Θανάτσης - 2020 - didaktorika.gr,Ν Θανάτσης,AUTOCITA,Ν Θανάτσης,https://www.didaktorika.gr/eadd/handle/10442/47234,pBROt_i79R8J
3,803,Sertoli–Leydigzelltumoren des Ovars: Analyse des Dicer1–und Foxl2–Mutationstatus,JSL Keul - 2020 - d-nb.info,JSL Keul,NO AUTOCITA,,https://d-nb.info/122792478X/34,ue3NSiwvyzMJ
4,804,Les réserves ovariennes,"P Monget, D Monniaux - Médecine de la Reproduction, 2019 - stm.cairn.info",P Monget; D Monniaux,NO AUTOCITA,,https://stm.cairn.info/revue-medecine-de-la-reproduction-2019-2-page-127,86MLgDsusqwJ
5,805,Génotoxicité des rayonnements ionisants au cours de l'ovogenèse chez les mammifères,V Puy - 2021 - theses.hal.science,V Puy,NO AUTOCITA,,https://theses.hal.science/tel-04322529/,67QC6wmWUTEJ
6,806,Analyses of gene regulatory networks involved in murine oocyte formation (マウス卵子形成に要する遺伝子制御ネットワークの解析),福田胡桃， フクダクルミ - ir.soken.ac.jp,福田胡桃， フクダクルミ,AUTOCITA,福田胡桃， フクダクルミ,https://ir.soken.ac.jp/record/5956/files/A2086%E6%9C%AC%E6%96%87.pdf,Ql6W95fMen8J
7,807,GENES ENVOLVIDOS NA DETERMINAÇÃO E DIFERENCIAÇÃO SEXUAL,"MS Guaragna, H Fabbri-Scallet… - Menino ou Menina? Os …, 2019 - books.google.com",MS Guaragna; H Fabbri-Scallet…,NO AUTOCITA,,https://books.google.com/books?hl=en&lr=&id=Bx6TDwAAQBAJ&oi=fnd&pg=PT28&ots=W-zTG1RRos&sig=R_yw5K4iSrFv6koFugbXLaaIUC4,7eLyEceoZesJ
8,808,卵分泌因子とエストロゲンによる卵巣顆粒膜細胞の発達制御に関する研究,江森千紘 - (No Title) - repository.dl.itc.u-tokyo.ac.jp,江森千紘,AUTOCITA,江森千紘,https://repository.dl.itc.u-tokyo.ac.jp/record/48517/files/A32638.pdf,XQQwOOpLI3UJ
9,809,SECUENCIACIÓN DE SIGUIENTE GENERACIÓN EN MUJERES AFECTADAS POR FALLA OVÁRICA PREMATURA NO SINDRÓMICA PARA LA …,"ADEJR VILLANUEVA, DEL ROSARIO…",ADEJR VILLANUEVA; DEL ROSARIO…,NO AUTOCITA,,,CLobJcmxASwJ
10,810,哺乳類新生仔期の卵巣におけるオートファジーの生理的役割とそれを利用した原始卵胞数の上方制御法の開発,渡辺連 - 2018 - Iwate University,渡辺連,AUTOCITA,渡辺連,,2exLpW-mnC8J
11,811,LA VARIANTE c.-9C> G DEL PROMOTOR DE BMP15 ESTÁ ASOCIADADA A LA ETIOLOGÍA DE LA FALLA OVÁRICA PREMATURA NO-SINDRÓMICA,"AMO VANEGAS, MENG HUMANA",AMO VANEGAS; MENG HUMANA,NO AUTOCITA,,,LYUC5ERTPvAJ
12,812,哺乳動物における卵胞発育および排卵制御機構の内分泌学的解析,岡本麻子， オカモトアサコ - 2018,岡本麻子， オカモトアサコ,AUTOCITA,岡本麻子， オカモトアサコ,,lGaKJev9JL8J
13,813,תוירופבו תיתלחשה היגולויזיפב ןירוזו לש דיקפתה הבקנה The Role of Vasorin in Ovarian Physiology and Female Fertility‎,N Rimon-Dahari - 2017 - weizmann.esploro.exlibrisgroup.com,N Rimon-Dahari,NO AUTOCITA,,https://weizmann.esploro.exlibrisgroup.com/view/pdfCoverPage?instCode=972WIS_INST&filePid=1375014110003596&download=true,IUyQSAnROkMJ
14,814,"Expresión de PCNA, Cldn11, AR, PDGFRα y FoxL2 en ovoteste durante el ciclo reproductivo de T. occidentalis",MC Garrido Navas - 2016 - digibug.ugr.es,MC Garrido Navas,NO AUTOCITA,,https://digibug.ugr.es/handle/10481/43946,BPDJXE8usDUJ
15,815,Uticaj Smanjene Funkcije Štitaste Žlezde Majki na Razvoj Jajnika Mladunaca Pacova u Ranom Postnatalnom Periodu,JBD Luković - 2017 - search.proquest.com,JBD Luković,NO AUTOCITA,,https://search.proquest.com/openview/02bea0ddebb375c5eb9754eeebe2cfa4/1?pq-origsite=gscholar&cbl=2026366&diss=y,Zh3L6Sfn4MYJ
16,816,Effects of deoxynivalenol and deepoxy-deoxynivalenol on bovine ovarian theca cell function,MA Torabi - 2017 - umontreal.scholaris.ca,MA Torabi,NO AUTOCITA,,https://umontreal.scholaris.ca/items/137492ab-c836-4127-a511-9021643f8366,3kFoS-YVBGUJ
17,817,妇科养荣胶囊改善化疗所致小鼠卵巢功能损伤的效果,"蒲静， 杨延周， 谢人明， 马会明， 马文智， 常青， 孙苗… - 生殖与避孕, 2016",蒲静， 杨延周， 谢人明， 马会明， 马文智， 常青， 孙苗…,AUTOCITA,蒲静， 杨延周， 谢人明， 马会明， 马文智， 常青， 孙苗…,,j-iwGtJdNU0J
18,818,Rspo1 在雌性脊椎动物性别分化中的功能,"方梦蝶， 张衍梅， 王孝举 - 中国生物化学与分子生物学报, 2015",方梦蝶， 张衍梅， 王孝举,AUTOCITA,方梦蝶， 张衍梅， 王孝举,,uxuoU6hjcNsJ
